"X","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source.app","rec.number","foreign.keys","ref.type","contributors","titles","periodical","pages","volume","number","dates","publisher","isbn","notes","urls","electronic.resource.num","pdfs","Country.1","Country.2","Country.3","Country.4","Country.5","Country.6","Country.7","Country.8"
3732,4,"H.-M. Kim, M.A. Alexander","ENSO's modulation of water vapor transport over the Pacific-North American Region",2015,"Journal of Climate",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944144874&partnerID=40&md5=c99f13ff8e1886ade1175411b68c2cab",NA,3736,"8/10/2018","Article","10.1175/JCLI-D-14-00725.1",NA,NA,28,9,3846,3856,4,1.33,2,2,3,"english","in corpus","DOI present","english.enl","EndNote",15149,15149,2,"Kim, H. M.Alexander, M. A.","ENSO's modulation of water vapor transport over the Pacific-North American Region",NA,"3846-3856",NA,"Query date: 2018-08-10",2015,NA,NA,"28
Cited By (since 2015): 4","https://www.scopus.com/inward/record.url?eid=2-s2.0-84944144874&partnerID=40&md5=c99f13ff8e1886ade1175411b68c2cabhttps://journals.ametsoc.org/doi/pdf/10.1175/JCLI-D-14-00725.1internal-pdf://2140612228/Kim-2015-ENSO's modulation of water vapor tran.pdf","10.1175/JCLI-D-14-00725.1","2140612228/Kim-2015-ENSO's modulation of water vapor tran.pdf","Bolivia","","","","","","",""
5001,12,"R.A. Segovia, L.F. Hinojosa, M.F. PÈrez, B.A. Hawkins","Biogeographic anomalies in the species richness of Chilean forests: Incorporating evolution into a climatic - historic scenario",2013,"Austral Ecology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84888370629&partnerID=40&md5=b799d77b7db1f3b4d090c26eaa888ddf",NA,5006,"8/10/2018","Article","10.1111/aec.12030",NA,NA,38,8,905,914,12,2.4,3,4,5,"english","in corpus","DOI present","english.enl","EndNote",19890,19890,2,"Segovia, R. A.Hinojosa, L. F.PÈrez, M. F.Hawkins, B. A.","Biogeographic anomalies in the species richness of Chilean forests: Incorporating evolution into a climatic - historic scenario",NA,"905-914",NA,"Query date: 2018-08-10",2013,NA,NA,"38
Cited By (since 2013): 12","https://www.scopus.com/inward/record.url?eid=2-s2.0-84888370629&partnerID=40&md5=b799d77b7db1f3b4d090c26eaa888ddfhttps://onlinelibrary.wiley.com/doi/pdf/10.1111/aec.12030internal-pdf://4192841845/Segovia-2013-Biogeographic anomalies in the sp.pdf","10.1111/aec.12030","4192841845/Segovia-2013-Biogeographic anomalies in the sp.pdf","Bolivia","","","","","","",""
3176,0,"N. Fedorova, V. Levit, J.L. de Souza, A.O. Silva, J.M.S. Afonso, I. Teodoro","Fog Events at Maceio Airport on the Northern Coast of Brazil During 2002ñ2005 and 2007",2015,"Pure and Applied Geophysics",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84943329252&partnerID=40&md5=7472460551f80998331ec1777b47c697",NA,3176,"8/10/2018","Article","10.1007/s00024-014-1027-0",NA,NA,172,10,2727,2749,0,0,0,6,3,"english","in corpus","DOI present","english.enl","EndNote",13021,13021,2,"Fedorova, N.Levit, V.Souza, J. L. deSilva, A. O.Afonso, J. M. S.Teodoro, I.","Fog Events at Maceio Airport on the Northern Coast of Brazil During 2002ñ2005 and 2007",NA,"2727-2749",NA,"Query date: 2018-08-10",2015,NA,NA,"172","https://www.scopus.com/inward/record.url?eid=2-s2.0-84943329252&partnerID=40&md5=7472460551f80998331ec1777b47c697https://link.springer.com/content/pdf/10.1007%2Fs00024-014-1027-0.pdfinternal-pdf://0308341994/Fedorova-2015-Fog Events at Maceio Airport on.pdf","10.1007/s00024-014-1027-0","0308341994/Fedorova-2015-Fog Events at Maceio Airport on.pdf","Bolivia","","","","","","",""
21819,1,"Flor Sanchez-Alejandro, M. del Pilar Sanchez-Saavedra","Characterization of the growth, biochemical composition, and nutrient utilization of the cyanobacterium Geitlerinema lemmermannii",2015,"JOURNAL OF APPLIED PHYCOLOGY",NA,NA,NA,3273,"8/10/2018","Journal article","10.1007/s10811-014-0416-1",NA,NA,27,3,1177,1184,1,0.33,1,2,3,"english","in corpus","DOI present","english.enl","EndNote",13394,13394,17,"Sanchez-Alejandro, FlorSanchez-Saavedra, M. del Pilar","Characterization of the growth, biochemical composition, and nutrient utilization of the cyanobacterium Geitlerinema lemmermanniiJOURNAL OF APPLIED PHYCOLOGY","JOURNAL OF APPLIED PHYCOLOGY","1177-1184",27,"3",2015,NA,NA,"Cited By (since 2015): 1","NAhttps://link.springer.com/content/pdf/10.1007%2Fs10811-014-0416-1.pdfinternal-pdf://0401730604/Sanchez-Alejand-2015-Characterization of the g.pdf","10.1007/s10811-014-0416-1","0401730604/Sanchez-Alejand-2015-Characterization of the g.pdf","Bolivia","","","","","","",""
25912,3,"Marina B. Scheeren, Airton Kunz, Ricardo L. R. Steinmetz, Valderi L. Dressler","The ANAMMOX process as an alternative for treatment of water with high containing nitrogen",2011,"REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL",NA,NA,NA,2273,"8/10/2018","Journal article","10.1590/S1415-43662011001200011",NA,NA,15,12,1289,1297,3,0.43,1,4,7,"english","in corpus","DOI present","english.enl","EndNote",9562,9562,17,"Scheeren, Marina B.Kunz, AirtonSteinmetz, Ricardo L. R.Dressler, Valderi L.","The ANAMMOX process as an alternative for treatment of water with high containing nitrogenREVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL","REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL","1289-1297",15,"12",2011,NA,NA,"Cited By (since 2011): 3","NAhttp://www.scielo.br/pdf/rbeaa/v15n12/a11v15n12.pdfinternal-pdf://3486397555/Scheeren-2011-The ANAMMOX process as an altern.pdf","10.1590/S1415-43662011001200011","3486397555/Scheeren-2011-The ANAMMOX process as an altern.pdf","Bolivia","","","","","","",""
27991,4,"Gerhard Zotz, Norman Reuter","The effect of exposure to sea water on germination and vegetative growth of an epiphytic bromeliad",2009,"JOURNAL OF TROPICAL ECOLOGY",NA,NA,NA,4648,"8/10/2018","Journal article","10.1017/S0266467409006014",NA,NA,25,NA,311,319,4,0.44,2,2,9,"english","in corpus","DOI present","english.enl","EndNote",18536,18536,17,"Zotz, GerhardReuter, Norman","The effect of exposure to sea water on germination and vegetative growth of an epiphytic bromeliadJOURNAL OF TROPICAL ECOLOGY","JOURNAL OF TROPICAL ECOLOGY","311-319",25,NA,2009,NA,NA,"Cited By (since 2009): 4","NAhttps://www.cambridge.org/core/services/aop-cambridge-core/content/view/BFD0B582A5F730002F90E63F5B111C6E/S0266467409006014a.pdf/div-class-title-the-effect-of-exposure-to-sea-water-on-germination-and-vegetative-growth-of-an-epiphytic-bromeliad-div.pdfinternal-pdf://0510465168/Zotz-2009-The effect of exposure to sea water.pdf","10.1017/S0266467409006014","0510465168/Zotz-2009-The effect of exposure to sea water.pdf","Bolivia","","","","","","",""
19193,1,"Lilli Scheiterle, Alina Ulmer, Regina Birner, Andreas Pyka","From commodity-based value chains to biomass-based value webs: The case of sugarcane in Brazil's bioeconomy",2018,"JOURNAL OF CLEANER PRODUCTION",NA,NA,NA,299,"8/10/2018","Journal article","10.1016/j.jclepro.2017.05.150",NA,NA,172,NA,3851,3863,1,1,0,4,1,"english","in corpus","DOI present","english.enl","EndNote",1533,1533,17,"Scheiterle, LilliUlmer, AlinaBirner, ReginaPyka, Andreas","From commodity-based value chains to biomass-based value webs: The case of sugarcane in Brazil's bioeconomyJOURNAL OF CLEANER PRODUCTION","JOURNAL OF CLEANER PRODUCTION","3851-3863",172,NA,2018,NA,NA,"Cited By (since 2018): 1","NAhttps://ac.els-cdn.com/S0959652617310934/1-s2.0-S0959652617310934-main.pdf?_tid=871ee078-9276-4082-aaf8-997a2468e254&acdnat=1534192870_bf0e4605f4e14d42cec3c641cf81b33binternal-pdf://3753222551/Scheiterle-2018-From commodity-based value cha.pdf","10.1016/j.jclepro.2017.05.150","3753222551/Scheiterle-2018-From commodity-based value cha.pdf","Bolivia","","","","","","",""
19901,2,"Juan G. Navedo, Guillermo Fernandez, Nelson Valdivia, Mark C. Drever, Jose A. Masero","Identifying management actions to increase foraging opportunities for shorebirds at semi-intensive shrimp farms",2017,"JOURNAL OF APPLIED ECOLOGY",NA,NA,NA,1105,"8/10/2018","Journal article","10.1111/1365-2664.12735",NA,NA,54,2,567,576,2,2,0,5,1,"english","in corpus","DOI present","english.enl","EndNote",4974,4974,17,"Navedo, Juan G.Fernandez, GuillermoValdivia, NelsonDrever, Mark C.Masero, Jose A.","Identifying management actions to increase foraging opportunities for shorebirds at semi-intensive shrimp farmsJOURNAL OF APPLIED ECOLOGY","JOURNAL OF APPLIED ECOLOGY","567-576",54,"2",2017,NA,NA,"Cited By (since 2017): 2","NAhttps://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/1365-2664.12735internal-pdf://3854230017/Navedo-2017-Identifying management actions to.pdf","10.1111/1365-2664.12735","3854230017/Navedo-2017-Identifying management actions to.pdf","Bolivia","","","","","","",""
17836,2,"A Tubelis, AA Salibe, G Pessim","Relationships between production of 'Westin' sweet orange trees and rainfall at Botucatu, Sao Paulo State, Brazil",1999,"PESQUISA AGROPECUARIA BRASILEIRA",NA,NA,NA,3823,"8/10/2018","Journal article","10.1590/S0100-204X1999000500007",NA,NA,34,5,771,779,2,0.11,1,3,19,"english","in corpus","DOI present","english.enl","EndNote",15485,15485,17,"Tubelis, A.Salibe, A. A.Pessim, G.","Relationships between production of 'Westin' sweet orange trees and rainfall at Botucatu, Sao Paulo State, BrazilPESQUISA AGROPECUARIA BRASILEIRA","PESQUISA AGROPECUARIA BRASILEIRA","771-779",34,"5",1999,NA,NA,"Cited By (since 1999): 2","NAhttp://www.scielo.br/pdf/pab/v34n5/8422.pdfinternal-pdf://3102672813/Tubelis-1999-Relationships between production.pdf","10.1590/S0100-204X1999000500007","3102672813/Tubelis-1999-Relationships between production.pdf","Bolivia","","","","","","",""
16343,9,"MHLR Reche, LM Fiuza","Bacterial diversity in rice-field water in Rio Grande do Sul",2005,"BRAZILIAN JOURNAL OF MICROBIOLOGY",NA,NA,NA,2104,"8/10/2018","Journal article","10.1590/S1517-83822005000300009",NA,NA,36,3,253,257,9,0.69,5,2,13,"english","in corpus","DOI present","english.enl","EndNote",8919,8919,17,"Reche, MhlrFiuza, L. M.","Bacterial diversity in rice-field water in Rio Grande do SulBRAZILIAN JOURNAL OF MICROBIOLOGY","BRAZILIAN JOURNAL OF MICROBIOLOGY","253-257",36,"3",2005,NA,NA,"Cited By (since 2005): 9","NAhttp://www.scielo.br/pdf/bjm/v36n3/arq09.pdfinternal-pdf://1036708252/Reche-2005-Bacterial diversity in rice-field w.pdf","10.1590/S1517-83822005000300009","1036708252/Reche-2005-Bacterial diversity in rice-field w.pdf","Brazil","","","","","","",""
24686,2,"Kongtae Ra, Joung-Keun Kim, Eun-Soo Kim, Kyung-Tae Kim, Jung-Moo Lee, Hee-Jun Lee, Jin-Young Choi, Eun-Ji Won","Spatial and temporal variations of trace metals in sediments from the artificial Saemangeum Lake, Korea",2013,"GEOCHEMICAL JOURNAL",NA,NA,NA,885,"8/10/2018","Journal article","10.2343/geochemj.2.0268",NA,NA,47,5,475,487,2,0.4,0,8,5,"english","in corpus","DOI present","english.enl","EndNote",4083,4083,17,"Ra, KongtaeKim, Joung-KeunKim, Eun-SooKim, Kyung-TaeLee, Jung-MooLee, Hee-JunChoi, Jin-YoungWon, Eun-Ji","Spatial and temporal variations of trace metals in sediments from the artificial Saemangeum Lake, KoreaGEOCHEMICAL JOURNAL","GEOCHEMICAL JOURNAL","475-487",47,"5",2013,NA,NA,"Cited By (since 2013): 2","NAhttps://www.jstage.jst.go.jp/article/geochemj/47/5/47_2.0268/_pdfinternal-pdf://2494344348/Ra-2013-Spatial and temporal variations of tra.pdf","10.2343/geochemj.2.0268","2494344348/Ra-2013-Spatial and temporal variations of tra.pdf","Bolivia","","","","","","",""
20767,1,"Natalia Pastrana-Camacho, Zulma Suarez, Alejandro Acosta-Gonzalez, Carolina Arango, Brad Haltli, Hebelin Correa, Russel Kerr, Carmenza Duque, Luis Eduardo Diaz","Bioprospecting for culturable actinobacteria with antimicrobial properties isolated from rivers in Colombian Orinoquia",2016,"TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH",NA,NA,NA,2078,"8/10/2018","Journal article","10.4314/tjpr.v15i6.19",NA,NA,15,6,1259,1265,1,0.5,0,9,2,"english","in corpus","DOI present","english.enl","EndNote",8822,8822,17,"Pastrana-Camacho, NataliaSuarez, ZulmaAcosta-Gonzalez, AlejandroArango, CarolinaHaltli, BradCorrea, HebelinKerr, RusselDuque, CarmenzaDiaz, Luis Eduardo","Bioprospecting for culturable actinobacteria with antimicrobial properties isolated from rivers in Colombian OrinoquiaTROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH","TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH","1259-1265",15,"6",2016,NA,NA,"Cited By (since 2016): 1","NAhttps://www.ajol.info/index.php/tjpr/article/download/139122/128823internal-pdf://0479774852/Pastrana-Camach-2016-Bioprospecting for cultur.pdf","10.4314/tjpr.v15i6.19","0479774852/Pastrana-Camach-2016-Bioprospecting for cultur.pdf","Bolivia","","","","","","",""
12668,132,"T. Dittmar, R.J. Lara, G. Kattner","River or mangrove? Tracing major organic matter sources in tropical Brazilian coastal waters",2001,"Marine Chemistry",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035128403&partnerID=40&md5=6371e1159f93dcc32ee45d98278f9605",NA,12675,"8/10/2018","Article","10.1016/S0304-4203(00)00110-9",NA,NA,73,3,253,271,132,7.76,44,3,17,"english","in corpus","DOI present","english.enl","EndNote",27557,27557,2,"Dittmar, T.Lara, R. J.Kattner, G.","River or mangrove? Tracing major organic matter sources in tropical Brazilian coastal waters",NA,"253-271",NA,"Query date: 2018-08-10",2001,NA,NA,"73
Cited By (since 2001): 132","https://www.scopus.com/inward/record.url?eid=2-s2.0-0035128403&partnerID=40&md5=6371e1159f93dcc32ee45d98278f9605https://ac.els-cdn.com/S0304420300001109/1-s2.0-S0304420300001109-main.pdf?_tid=75f68afc-e59b-4640-8936-741e6aa07048&acdnat=1534036552_0335abe49f884c00d045013d4dfee0c8internal-pdf://0194411173/Dittmar-2001-River or mangrove_ Tracing major.pdf","10.1016/S0304-4203(00)00110-9","0194411173/Dittmar-2001-River or mangrove_ Tracing major.pdf","Brazil","","","","","","",""
26354,21,"Paul A. Bukaveckas, Laura E. Barry, Matthew J. Beckwith, Valerie David, Brent Lederer","Factors Determining the Location of the Chlorophyll Maximum and the Fate of Algal Production within the Tidal Freshwater James River",2011,"ESTUARIES AND COASTS",NA,NA,NA,2789,"8/10/2018","Journal article","10.1007/s12237-010-9372-4",NA,NA,34,3,569,582,21,3,4,5,7,"english","in corpus","DOI present","english.enl","EndNote",11539,11539,17,"Bukaveckas, Paul A.Barry, Laura E.Beckwith, Matthew J.David, ValerieLederer, Brent","Factors Determining the Location of the Chlorophyll Maximum and the Fate of Algal Production within the Tidal Freshwater James RiverESTUARIES AND COASTS","ESTUARIES AND COASTS","569-582",34,"3",2011,NA,NA,"Cited By (since 2011): 21","NAhttps://link.springer.com/content/pdf/10.1007%2Fs12237-010-9372-4.pdfinternal-pdf://2911219262/Bukaveckas-2011-Factors Determining the Locati.pdf","10.1007/s12237-010-9372-4","2911219262/Bukaveckas-2011-Factors Determining the Locati.pdf","Bolivia","","","","","","",""
26386,1,"Edivando Vitor Couto, Edvard Elias de Souza Filho, Ericson Hideki Hayakawa","Analysis of vegetation changes in the Parana river floodplain between 1976 and 2007",2011,"ACTA SCIENTIARUM-TECHNOLOGY",NA,NA,NA,2822,"8/10/2018","Journal article","10.4025/actascitechnol.v33i2.6197",NA,NA,33,2,205,213,1,0.14,0,3,7,"english","in corpus","DOI present","english.enl","EndNote",11669,11669,17,"Couto, Edivando VitorFilho, Edvard Elias de SouzaHayakawa, Ericson Hideki","Analysis of vegetation changes in the Parana river floodplain between 1976 and 2007ACTA SCIENTIARUM-TECHNOLOGY","ACTA SCIENTIARUM-TECHNOLOGY","205-213",33,"2",2011,NA,NA,"Cited By (since 2011): 1","NAhttp://periodicos.uem.br/ojs/index.php/ActaSciTechnol/article/download/6197/6197internal-pdf://1354947761/Couto-2011-Analysis of vegetation changes in t.pdf","10.4025/actascitechnol.v33i2.6197","1354947761/Couto-2011-Analysis of vegetation changes in t.pdf","Bolivia","","","","","","",""
9357,19,"J.T. Kobayashi, S.M. Thomaz, F.M. Pelicice","Phosphorus as a limiting factor for Eichhornia crassipes growth in the upper Paran River floodplain",2008,"Wetlands",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-63549130403&partnerID=40&md5=065bd826f5b37c66cedccd5aebdd0d9a",NA,9362,"8/10/2018","Article","10.1672/07-89.1",NA,NA,28,4,905,913,19,1.9,6,3,10,"english","in corpus","DOI present","english.enl","EndNote",24246,24246,2,"Kobayashi, J. T.Thomaz, S. M.Pelicice, F. M.","Phosphorus as a limiting factor for Eichhornia crassipes growth in the upper Paran River floodplain",NA,"905-913",NA,"Query date: 2018-08-10",2008,NA,NA,"28
Cited By (since 2008): 19","https://www.scopus.com/inward/record.url?eid=2-s2.0-63549130403&partnerID=40&md5=065bd826f5b37c66cedccd5aebdd0d9ahttps://link.springer.com/content/pdf/10.1672%2F07-89.1.pdfinternal-pdf://3688880572/Kobayashi-2008-Phosphorus as a limiting factor.pdf","10.1672/07-89.1","3688880572/Kobayashi-2008-Phosphorus as a limiting factor.pdf","Brazil","","","","","","",""
3612,2,"F.F.F. Moreira, B. Pacheco-Chaves, M. Springer, I.D.R.S. Cordeiro","Two new species of Rhagovelia (Hemiptera: Heteroptera: Veliidae) from Costa Rica, with a key and new records from the country",2015,"Zootaxa",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84935466601&partnerID=40&md5=fccc1034617172e917ae98af98541672",NA,3616,"8/10/2018","Article","10.11646/zootaxa.3980.4.2",NA,NA,3980,4,477,500,2,0.67,1,4,3,"english","in corpus","DOI present","english.enl","EndNote",14705,14705,2,"Moreira, F. F. F.Pacheco-Chaves, B.Springer, M.Cordeiro, I. D. R. S.","Two new species of Rhagovelia (Hemiptera: Heteroptera: Veliidae) from Costa Rica, with a key and new records from the country",NA,"477-500",NA,"Query date: 2018-08-10",2015,NA,NA,"3980
Cited By (since 2015): 2","https://www.scopus.com/inward/record.url?eid=2-s2.0-84935466601&partnerID=40&md5=fccc1034617172e917ae98af98541672https://biotaxa.org/Zootaxa/article/download/zootaxa.3980.4.2/14005internal-pdf://3838136584/Moreira-2015-Two new species of Rhagovelia (He.pdf","10.11646/zootaxa.3980.4.2","3838136584/Moreira-2015-Two new species of Rhagovelia (He.pdf","Bolivia","","","","","","",""
12041,24,"O.A. Bergstad, ≈.D. Wik, ÿ. Hildre","Predator-prey relationships and food sources of the Skagerrak deep-water fish assemblage",2003,"Journal of Northwest Atlantic Fishery Science",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1542378163&partnerID=40&md5=dd3d169a6a82956f3f453274cd35e584",NA,12048,"8/10/2018","Article","10.2960/J.v31.a12",NA,NA,31,NA,165,180,24,1.6,8,3,15,"english","in corpus","DOI present","english.enl","EndNote",26930,26930,2,"Bergstad, O. A.Wik, ≈ D.Hildre, ÿ","Predator-prey relationships and food sources of the Skagerrak deep-water fish assemblage",NA,"165-180",NA,"Query date: 2018-08-10",2003,NA,NA,"31
Cited By (since 2003): 24","https://www.scopus.com/inward/record.url?eid=2-s2.0-1542378163&partnerID=40&md5=dd3d169a6a82956f3f453274cd35e584internal-pdf://1192990249/Bergstad-2003-Predator-prey relationships and.pdf","10.2960/J.v31.a12","1192990249/Bergstad-2003-Predator-prey relationships and.pdf","Bolivia","","","","","","",""
15237,2,"Donald F. McAlpine, Gart Bishop, Oldriska Ceska, Michael L. Moody, Adolf Ceska","Andean watermilfoil, Myriophyllum quitense (Haloragaceae), in the Saint John River estuary system, New Brunswick, Canada",2007,"RHODORA",NA,NA,NA,853,"8/10/2018","Journal article","10.3119/0035-4902(2007)109[101:AWMQHI]2.0.CO;2",NA,NA,109,937,101,107,2,0.18,0,5,11,"english","in corpus","DOI present","english.enl","EndNote",3948,3948,17,"McAlpine, Donald F.Bishop, GartCeska, OldriskaMoody, Michael L.Ceska, Adolf","Andean watermilfoil, Myriophyllum quitense (Haloragaceae), in the Saint John River estuary system, New Brunswick, CanadaRHODORA","RHODORA","101-107",109,"937",2007,NA,NA,"Cited By (since 2007): 2","NAhttp://www.bioone.org/doi/pdf/10.3119/0035-4902%282007%29109%5B101%3AAWMQHI%5D2.0.CO%3B2internal-pdf://2150926549/McAlpine-2007-Andean watermilfoil, Myriophyllu.pdf","10.3119/0035-4902(2007)109[101:AWMQHI]2.0.CO;2","2150926549/McAlpine-2007-Andean watermilfoil, Myriophyllu.pdf","Bolivia","","","","","","",""
29030,17,"S. Ale, L. C. Bowling, P. R. Owens, S. M. Brouder, J. R. Frankenberger","Development and application of a distributed modeling approach to assess the watershed-scale impact of drainage water management",2012,"AGRICULTURAL WATER MANAGEMENT",NA,NA,NA,2101,"8/10/2018","Journal article","10.1016/j.agwat.2012.01.003",NA,NA,107,NA,23,33,17,2.83,3,5,6,"english","in corpus","DOI present","english.enl","EndNote",8911,8911,17,"Ale, S.Bowling, L. C.Owens, P. R.Brouder, S. M.Frankenberger, J. R.","Development and application of a distributed modeling approach to assess the watershed-scale impact of drainage water managementAGRICULTURAL WATER MANAGEMENT","AGRICULTURAL WATER MANAGEMENT","23-33",107,NA,2012,NA,NA,"Cited By (since 2012): 17","NAhttps://ac.els-cdn.com/S0378377412000194/1-s2.0-S0378377412000194-main.pdf?_tid=6f5048b6-0ff4-4913-bde4-7317b2308768&acdnat=1533971752_85c0398593481b3ece5552a1b1f7d395internal-pdf://2238819840/Ale-2012-Development and application of a dist.pdf","10.1016/j.agwat.2012.01.003","2238819840/Ale-2012-Development and application of a dist.pdf","Bolivia","","","","","","",""
8501,18,"D. Painemal, R. Garreaud, J. Rutllant, P. Zuidema","Southeast pacific stratocumulus: high-frequency variability and mesoscale structures over San FÈlix Island",2010,"Journal of Applied Meteorology and Climatology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77953486952&partnerID=40&md5=807be77fd03810b2bd0423b5a99681c0",NA,8506,"8/10/2018","Article","10.1175/2009JAMC2230.1",NA,NA,49,3,463,477,18,2.25,5,4,8,"english","in corpus","DOI present","english.enl","EndNote",23390,23390,2,"Painemal, D.Garreaud, R.Rutllant, J.Zuidema, P.","Southeast pacific stratocumulus: high-frequency variability and mesoscale structures over San FÈlix Island",NA,"463-477",NA,"Query date: 2018-08-10",2010,NA,NA,"49
Cited By (since 2010): 18","https://www.scopus.com/inward/record.url?eid=2-s2.0-77953486952&partnerID=40&md5=807be77fd03810b2bd0423b5a99681c0https://journals.ametsoc.org/doi/pdf/10.1175/2009JAMC2230.1internal-pdf://3555684267/Painemal-2010-Southeast pacific stratocumulus_.pdf","10.1175/2009JAMC2230.1","3555684267/Painemal-2010-Southeast pacific stratocumulus_.pdf","Bolivia","","","","","","",""
8206,17,"L. Jullion, K.J. Heywood, A.C. Naveira Garabato, D.P. Stevens","Circulation and water mass modification in the Brazil-Malvinas Confluence",2010,"Journal of Physical Oceanography",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955737615&partnerID=40&md5=b99d84e2bb8ecaeaa276ad7acb65fe49",NA,8211,"8/10/2018","Article","10.1175/2009JPO4174.1",NA,NA,40,5,845,864,17,2.13,4,4,8,"english","in corpus","DOI present","english.enl","EndNote",23095,23095,2,"Jullion, L.Heywood, K. J.Garabato, A. C. NaveiraStevens, D. P.","Circulation and water mass modification in the Brazil-Malvinas Confluence",NA,"845-864",NA,"Query date: 2018-08-10",2010,NA,NA,"40
Cited By (since 2010): 17","https://www.scopus.com/inward/record.url?eid=2-s2.0-77955737615&partnerID=40&md5=b99d84e2bb8ecaeaa276ad7acb65fe49https://journals.ametsoc.org/doi/pdf/10.1175/2009JPO4174.1internal-pdf://1920903965/Jullion-2010-Circulation and water mass modifi.pdf","10.1175/2009JPO4174.1","1920903965/Jullion-2010-Circulation and water mass modifi.pdf","Brazil","","","","","","",""
806,3,"P. Grasse, L. Bosse, E.C. Hathorne, P. Bˆning, K. Pahnke, M. Frank","Short-term variability of dissolved rare earth elements and neodymium isotopes in the entire water column of the Panama Basin",2017,"Earth and Planetary Science Letters",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026857178&partnerID=40&md5=45bd7ca4a8f602d275728310280f5876",NA,806,"8/10/2018","Article","10.1016/j.epsl.2017.07.022",NA,NA,475,NA,242,253,3,3,1,6,1,"english","in corpus","DOI present","english.enl","EndNote",3762,3762,2,"Grasse, P.Bosse, L.Hathorne, E. C.Bˆning, P.Pahnke, K.Frank, M.","Short-term variability of dissolved rare earth elements and neodymium isotopes in the entire water column of the Panama Basin",NA,"242-253",NA,"Query date: 2018-08-10",2017,NA,NA,"475
Cited By (since 2017): 3","https://www.scopus.com/inward/record.url?eid=2-s2.0-85026857178&partnerID=40&md5=45bd7ca4a8f602d275728310280f5876https://ac.els-cdn.com/S0012821X17304004/1-s2.0-S0012821X17304004-main.pdf?_tid=4556363d-9e39-4afb-b4cf-ff12af669eea&acdnat=1534096105_56b5eb75dcdec540a9b551577e684f11internal-pdf://2896242850/Grasse-2017-Short-term variability of dissolve.pdf","10.1016/j.epsl.2017.07.022","2896242850/Grasse-2017-Short-term variability of dissolve.pdf","Bolivia","","","","","","",""
25206,6,"Ambrosio Paula Bessa Junior, Celicina Maria da Silveira Borges Azevedo, Frederico Silva The Pontes, Gustavo Gonzaga Henry-Silva","Polyculture of Nile tilapia and shrimp at different stocking densities",2012,"REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE",NA,NA,NA,1477,"8/10/2018","Journal article","10.1590/S1516-35982012000700002",NA,NA,41,7,1561,1569,6,1,2,4,6,"english","in corpus","DOI present","english.enl","EndNote",6458,6458,17,"Junior, Ambrosio Paula BessaAzevedo, Celicina Maria da Silveira BorgesPontes, Frederico Silva TheHenry-Silva, Gustavo Gonzaga","Polyculture of Nile tilapia and shrimp at different stocking densitiesREVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE","REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE","1561-1569",41,"7",2012,NA,NA,"Cited By (since 2012): 6","NAhttp://www.scielo.br/pdf/rbz/v41n7/02.pdfinternal-pdf://3784168262/Junior-2012-Polyculture of Nile tilapia and sh.pdf","10.1590/S1516-35982012000700002","3784168262/Junior-2012-Polyculture of Nile tilapia and sh.pdf","Bolivia","","","","","","",""
