"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","urls","notes","periodical","volume","electronic-resource-num","pdfs"
"717",14,"A.A. Rojas-Herrera, M. MascarÛ, X. Chiappa-Carrara","Feeding habits of the fishes Lutjanus peru and Lutjanus guttatus (Pisces: Lutjanidae) of Guerrero, MÈxico [H·bitos alimentarios de los peces Lutjanus peru y Lutjanus guttatus (Pisces: Lutjanidae) en Guerrero, MÈxico]",2004,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844543749&partnerID=40&md5=2f00f573c7e08852378ddad954a22ac7",NA,717,"8/10/2018","Article","",NA,NA,52,4,959,971,14,1,5,3,14,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1111","11110","2","Rojas-Herrera, A. A.MascarÛ, M.Chiappa-Carrara, X.","Feeding habits of the fishes Lutjanus peru and Lutjanus guttatus (Pisces: Lutjanidae) of Guerrero, MÈxico [H·bitos alimentarios de los peces Lutjanus peru y Lutjanus guttatus (Pisces: Lutjanidae) en Guerrero, MÈxico]","959-971","Query date: 2018-08-10",2004,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844543749&partnerID=40&md5=2f00f573c7e08852378ddad954a22ac7","52Cited By (since 2004): 14",NA,NA,NA,NA
"1064",0,"Jose Juan Pablo Rojas-Ramirez","The Water Carrier and the Hydraulic Infrastructure in Guadalajara, Mexico",2017,"AGUA Y TERRITORIO",NA,NA,NA,37,"8/10/2018","Journal article","10.17561/at.v0i9.3476",NA,NA,NA,9,48,58,0,0,0,1,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","100","100","17","Rojas-Ramirez, Jose Juan Pablo","The Water Carrier and the Hydraulic Infrastructure in Guadalajara, MexicoAGUA Y TERRITORIO","48-58","9",2017,"NA","NA","NAhttps://revistaselectronicas.ujaen.es/index.php/atma/article/download/3476/2806internal-pdf://0751669798/Rojas-Ramirez-2017-The Water Carrier and the H.pdf",NA,"AGUA Y TERRITORIO",NA,"10.17561/at.v0i9.3476","0751669798/Rojas-Ramirez-2017-The Water Carrier and the H.pdf"
"658",0,"G. Rojas-Robles, J.M. Gonz·lez-Camacho, Y. Fern·ndez-OrdoÒes, R. Salazar-Moreno","Information technology to improve the management of irrigation districts maintenance [TecnologÌa inform·tica para mejorar la gestiÛn de la conservaciÛn de distritos de riego]",2006,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745481997&partnerID=40&md5=9d808482885b6f5c1f8a088bd6b81802",NA,658,"8/10/2018","Article","",NA,NA,21,2,105,114,0,0,0,4,12,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1052","10520","2","Rojas-Robles, G.Gonz·lez-Camacho, J. M.Fern·ndez-OrdoÒes, Y.Salazar-Moreno, R.","Information technology to improve the management of irrigation districts maintenance [TecnologÌa inform·tica para mejorar la gestiÛn de la conservaciÛn de distritos de riego]","105-114","Query date: 2018-08-10",2006,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745481997&partnerID=40&md5=9d808482885b6f5c1f8a088bd6b81802","21",NA,NA,NA,"manual_download_spanish/1138/1138.pdf"
"1289",0,"G Rojas-Robles, JM Gonzalez-Camacho, Y Fernandez-Ordonez, R Salazar-Moreno","Information technology to improve the management of irrigation districts maintenance",2006,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,262,"8/10/2018","Journal article","",NA,NA,21,2,105,114,0,0,0,4,12,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","583","5830","17","Rojas-Robles, G.Gonzalez-Camacho, J. M.Fernandez-Ordonez, Y.Salazar-Moreno, R.","Information technology to improve the management of irrigation districts maintenanceINGENIERIA HIDRAULICA EN MEXICO","105-114","2",2006,"NA","NA","NA",NA,"INGENIERIA HIDRAULICA EN MEXICO","21",NA,NA
"1211",9,"Jose Ignacio Rojas-Sola, Begona Jorda-Albinana","Bibliometric analysis of Mexican scientific production in hydraulic engineering based on journals in the Science Citation Index-Expanded database (1997-2008)",2011,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,184,"8/10/2018","Journal article","",NA,NA,2,4,195,213,9,1.29,5,2,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","427","4270","17","Rojas-Sola, Jose IgnacioJorda-Albinana, Begona","Bibliometric analysis of Mexican scientific production in hydraulic engineering based on journals in the Science Citation Index-Expanded database (1997-2008)TECNOLOGIA Y CIENCIAS DEL AGUA","195-213","4",2011,"NA","NA","NA","Cited By (since 2011): 9","TECNOLOGIA Y CIENCIAS DEL AGUA","2",NA,"manual_download_spanish/1140/v2n4a13.pdf"
"361",9,"J.I. Rojas-Sola, B. Jord·-AlbiÒana","Bibliometric analysis of Mexican scientific production in hydraulic engineering based on journals in the Science Citation Index-Expanded database (1997-2008) [An·lisis bibliomÈtrico de la producciÛn cientÌfica mexicana sobre ingenierÌa hidr·ulica en revistas de la base de datos Science Citation Index-Expanded (1997-2008)]",2011,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80755159600&partnerID=40&md5=f608cd33e65393f27711d62436b7333e",NA,361,"8/10/2018","Article","",NA,NA,2,4,195,213,9,1.29,5,2,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","755","7550","2","Rojas-Sola, J. I.Jord·-AlbiÒana, B.","Bibliometric analysis of Mexican scientific production in hydraulic engineering based on journals in the Science Citation Index-Expanded database (1997-2008) [An·lisis bibliomÈtrico de la producciÛn cientÌfica mexicana sobre ingenierÌa hidr·ulica en revistas de la base de datos Science Citation Index-Expanded (1997-2008)]","195-213","Query date: 2018-08-10",2011,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80755159600&partnerID=40&md5=f608cd33e65393f27711d62436b7333e","2Cited By (since 2011): 9",NA,NA,NA,"manual_download_spanish/1141/353531975013.pdf"
"846",10,"J.A. Rojo-V·zquez, B. Aguilar-Palomino, V.H. Galv·n-PiÒa, E. GodÌnez-DomÌnguez, S. Hern·ndez-V·zquez, S. Ruiz-RamÌrez, G. Lucano-RamÌrez","Ictiofauna de la pesquerÌa ribereÒa en BahÌa de Navidad, Jalisco, MÈxico, asociada al evento El NiÒo 1997-1998",2001,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042697429&partnerID=40&md5=b6fc7c8dc8b90f39360f70c02cdd9b99",NA,846,"8/10/2018","Article","",NA,NA,49,3,915,929,10,0.59,1,7,17,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1240","12400","2","Rojo-V·zquez, J. A.Aguilar-Palomino, B.Galv·n-PiÒa, V. H.GodÌnez-DomÌnguez, E.Hern·ndez-V·zquez, S.Ruiz-RamÌrez, S.Lucano-RamÌrez, G.","Ictiofauna de la pesquerÌa ribereÒa en BahÌa de Navidad, Jalisco, MÈxico, asociada al evento El NiÒo 1997-1998","915-929","Query date: 2018-08-10",2001,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042697429&partnerID=40&md5=b6fc7c8dc8b90f39360f70c02cdd9b99","49Cited By (since 2001): 10",NA,NA,NA,NA
"392",3,"A. Romanelli, O.M.Q. LondoÒo, H.E. Massone, A.H. Escalante","Validation and adjustment of the conceptual hydrogeological model for a wetland of the Pampa Plain, Buenos Aires Province, Argentina [ValidaciÛn y ajuste del modelo hidrogeolÛgico conceptual de un humedal de la Llanura Pampeana, Provincia de Buenos Aires, Argentina]",2010,"Limnetica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952054919&partnerID=40&md5=d0322a86f3bf2de581c5305fe378f576",NA,392,"8/10/2018","Article","",NA,NA,29,2,407,418,3,0.38,1,4,8,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","786","7860","2","Romanelli, A.LondoÒo, O. M. Q.Massone, H. E.Escalante, A. H.","Validation and adjustment of the conceptual hydrogeological model for a wetland of the Pampa Plain, Buenos Aires Province, Argentina [ValidaciÛn y ajuste del modelo hidrogeolÛgico conceptual de un humedal de la Llanura Pampeana, Provincia de Buenos Aires, Argentina]","407-418","Query date: 2018-08-10",2010,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952054919&partnerID=40&md5=d0322a86f3bf2de581c5305fe378f576","29Cited By (since 2010): 3",NA,NA,NA,NA
"412",10,"A. Romanelli, O.M.Q. LondoÒo, H.E. Massone, D.E. Martinez, E. Bocanegra","Groundwater in the hydrological functioning of wetlands in the Southeast of buenos aires province, Argentina [El agua subterr·nea en el funcionamiento hidrolÛgico de Los humedales del sudeste bonaerense, provincia de buenos aires, Argentina]",2010,"Boletin Geologico y Minero",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650449835&partnerID=40&md5=44c1bd1b2cb29ae3fdb900365b46f34d",NA,412,"8/10/2018","Article","",NA,NA,121,4,373,386,10,1.25,2,5,8,"spanish","in corpus","DOI absent","spanish.enl","EndNote","806","8060","2","Romanelli, A.LondoÒo, O. M. Q.Massone, H. E.Martinez, D. E.Bocanegra, E.","Groundwater in the hydrological functioning of wetlands in the Southeast of buenos aires province, Argentina [El agua subterr·nea en el funcionamiento hidrolÛgico de Los humedales del sudeste bonaerense, provincia de buenos aires, Argentina]","373-386","Query date: 2018-08-10",2010,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650449835&partnerID=40&md5=44c1bd1b2cb29ae3fdb900365b46f34d","121Cited By (since 2010): 10",NA,NA,NA,"manual_download_spanish/1144/1144.pdf"
"1369",0,"Asunci√≥n Romanelli, H√©ctor Enrique Massone","Enviromental Indicators and Quality Index Development in Pampean Shalow Lakes (Argentina) under Anthropogenic Impact",2016,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,14,"8/10/2018","Journal article","",NA,NA,7,6,123,137,0,0,0,2,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","44","440","17","Romanelli, Asunci√≥nMassone, H√©ctor Enrique","Enviromental Indicators and Quality Index Development in Pampean Shalow Lakes (Argentina) under Anthropogenic ImpactTecnolog√≠a y ciencias del agua","123-137","6",2016,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","7",NA,"manual_download_spanish/1145/2007-2422-tca-7-06-00123.pdf"
"1080",0,"Asuncion Romanelli, Hector Enrique Massone","Environmental Indicators and Quality Index Development in Pampean Shallow Lakes (Argentina) under Anthropogenic Impact",2016,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,53,"8/10/2018","Journal article","",NA,NA,7,6,123,137,0,0,0,2,2,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","138","1380","17","Romanelli, AsuncionMassone, Hector Enrique","Environmental Indicators and Quality Index Development in Pampean Shallow Lakes (Argentina) under Anthropogenic ImpactTECNOLOGIA Y CIENCIAS DEL AGUA","123-137","6",2016,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","7",NA,NA
"61",0,"A. Romanelli, H.E. Massone","Environmental indicators and quality index development in Pampean shallow lakes (Argentina) under anthropogenic impact [Desarrollo de indicadores ambientales e Ìndice de calidad de lagos someros pampeanos de Argentina con alta intervenciÛn antrÛpica]",2016,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030448571&partnerID=40&md5=7b38e2dfa01ceb9e32df65f00536950f",NA,61,"8/10/2018","Article","",NA,NA,7,6,123,137,0,0,0,2,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","158","1580","2","Romanelli, A.Massone, H. E.","Environmental indicators and quality index development in Pampean shallow lakes (Argentina) under anthropogenic impact [Desarrollo de indicadores ambientales e Ìndice de calidad de lagos someros pampeanos de Argentina con alta intervenciÛn antrÛpica]","123-137","Query date: 2018-08-10",2016,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030448571&partnerID=40&md5=7b38e2dfa01ceb9e32df65f00536950f","7",NA,NA,NA,"manual_download_spanish/1147/2007-2422-tca-7-06-00123.pdf"
"904",16,"C. Rom·n-Valencia","Tres nuevas especies de Bryconamericus (Ostariophysi: Characidae) de Colombia y diagnÛstico del gÈnero",2000,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034209269&partnerID=40&md5=6872734ed9bee6d35d7edcf16d2b266c",NA,904,"8/10/2018","Article","",NA,NA,48,2,449,464,16,0.89,16,1,18,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1298","12980","2","Rom·n-Valencia, C.","Tres nuevas especies de Bryconamericus (Ostariophysi: Characidae) de Colombia y diagnÛstico del gÈnero","449-464","Query date: 2018-08-10",2000,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034209269&partnerID=40&md5=6872734ed9bee6d35d7edcf16d2b266c","48Cited By (since 2000): 16",NA,NA,NA,"manual_download_spanish/1148/RomC3A1n-Bryconamericus20de20Colombia2.pdf"
"853",14,"C. Rom·n-Valencia","EcologÌa trÛfica y reproductiva de Trichomycterus caliense y Astroblepus cyclopus (Pisces: Siluriformes) en el rÌo Quindio, Alto Cauca, Colombia",2001,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043198550&partnerID=40&md5=aaf5abd857f0f26473eba261de2f5aa2",NA,853,"8/10/2018","Article","",NA,NA,49,2,657,666,14,0.82,14,1,17,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1247","12470","2","Rom·n-Valencia, C.","EcologÌa trÛfica y reproductiva de Trichomycterus caliense y Astroblepus cyclopus (Pisces: Siluriformes) en el rÌo Quindio, Alto Cauca, Colombia","657-666","Query date: 2018-08-10",2001,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043198550&partnerID=40&md5=aaf5abd857f0f26473eba261de2f5aa2","49Cited By (since 2001): 14",NA,NA,NA,NA
"559",19,"F.M. Romero, M.A. Armienta, M.E. GutiÈrrez, G. VillaseÒor","Geological and climatic factors determining hazard and environmental impact of mine tailings [Factores geolÛgicos y clim·ticos que determinan la peligrosidad y el impacto ambiental de jales mineros]",2008,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-45149122873&partnerID=40&md5=72c6d903c9418c2addd2abb22d3a6cb9",NA,559,"8/10/2018","Article","",NA,NA,24,2,43,54,19,1.9,5,4,10,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","953","9530","2","Romero, F. M.Armienta, M. A.GutiÈrrez, M. E.VillaseÒor, G.","Geological and climatic factors determining hazard and environmental impact of mine tailings [Factores geolÛgicos y clim·ticos que determinan la peligrosidad y el impacto ambiental de jales mineros]","43-54","Query date: 2018-08-10",2008,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45149122873&partnerID=40&md5=72c6d903c9418c2addd2abb22d3a6cb9","24Cited By (since 2008): 19",NA,NA,NA,NA
"17",0,"J.H. Romero, O.L. Palacios, B.S. Escobar","Estimation of groundwater overexploitation produced in the Celaya Valley (MÈxico) [EstimaciÛn de la sobreexplotaciÛn producida en el acuÌfero Valle de Celaya (MÈxico)]",2017,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030677973&doi=10.24850%2fj-tyca-2017-04-08&partnerID=40&md5=38b71775bd9c72b73e560f599f8cf13b",NA,17,"8/10/2018","Article","10.24850/j-tyca-2017-04-08",NA,NA,8,4,127,138,0,0,0,3,1,"spanish","absent from corpus","DOI present","spanish.enl","EndNote","51","510","2","Romero, J. H.Palacios, O. L.Escobar, B. S.","Estimation of groundwater overexploitation produced in the Celaya Valley (MÈxico) [EstimaciÛn de la sobreexplotaciÛn producida en el acuÌfero Valle de Celaya (MÈxico)]","127-138","Query date: 2018-08-10",2017,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030677973&doi=10.24850%2fj-tyca-2017-04-08&partnerID=40&md5=38b71775bd9c72b73e560f599f8cf13b","8",NA,NA,"10.24850/j-tyca-2017-04-08",NA
"1060",0,"J. Hilario Romero, Oscar L. Palacios, Bernardo S. Escobar","Estimation of groundwater overexploitation produced in the Celaya Valley (Mexico)",2017,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,33,"8/10/2018","Journal article","10.24850/j-tyca-2017-04-08",NA,NA,8,4,127,138,0,0,0,3,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","90","900","17","Romero, J. HilarioPalacios, Oscar L.Escobar, Bernardo S.","Estimation of groundwater overexploitation produced in the Celaya Valley (Mexico)TECNOLOGIA Y CIENCIAS DEL AGUA","127-138","4",2017,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","8","10.24850/j-tyca-2017-04-08","manual_download_spanish/1152/353551867008.pdf"
"202",1,"M.A. Romero, E. Villamizar, N. Malaver","Community structure of sponges (porifera) in three reefs at morrocoy national park, venezuela and its correspondence with some environmental variables [Estructura de la comunidad de esponjas (porifera) en tres arrecifes del parque nacional morrocoy, venezuela y su relaciÛn con algunas variables ambientales]",2013,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885925254&partnerID=40&md5=60747059ba76e9e7dd076d95eaca3520",NA,202,"8/10/2018","Article","",NA,NA,61,3,1229,1241,1,0.2,0,3,5,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","463","4630","2","Romero, M. A.Villamizar, E.Malaver, N.","Community structure of sponges (porifera) in three reefs at morrocoy national park, venezuela and its correspondence with some environmental variables [Estructura de la comunidad de esponjas (porifera) en tres arrecifes del parque nacional morrocoy, venezuela y su relaciÛn con algunas variables ambientales]","1229-1241","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885925254&partnerID=40&md5=60747059ba76e9e7dd076d95eaca3520","61Cited By (since 2013): 1",NA,NA,NA,NA
"1038",0,"Jonathan Romero-Cuellar, Andres Buitrago-Vargas, Tatiana Quintero-Ruiz, Felix Frances","Modelling the potential impacts of climate change on the hydrology of the Aipe river basin in Huila, Colombia",2018,"RIBAGUA-REVISTA IBEROAMERICANA DEL AGUA",NA,NA,NA,11,"8/10/2018","Journal article","10.1080/23863781.2018.1454574",NA,NA,5,1,63,78,0,0,0,4,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","35","35","17","Romero-Cuellar, JonathanBuitrago-Vargas, AndresQuintero-Ruiz, TatianaFrances, Felix","Modelling the potential impacts of climate change on the hydrology of the Aipe river basin in Huila, ColombiaRIBAGUA-REVISTA IBEROAMERICANA DEL AGUA","63-78","1",2018,"NA","NA","NAhttps://www.tandfonline.com/doi/pdf/10.1080/23863781.2018.1454574?needAccess=trueinternal-pdf://2748538427/Romero-Cuellar-2018-Modelling the potential im.pdf",NA,"RIBAGUA-REVISTA IBEROAMERICANA DEL AGUA","5","10.1080/23863781.2018.1454574","2748538427/Romero-Cuellar-2018-Modelling the potential im.pdf"
"1101",0,"Lourdes Romero-Navarrete","Participation and Legislation Involving Water in Mexico: A Historical Approach",2016,"AGUA Y TERRITORIO",NA,NA,NA,74,"8/10/2018","Journal article","10.17561/at.v0i7.2960",NA,NA,NA,7,22,34,0,0,0,1,2,"spanish","in corpus","DOI present","spanish.enl","EndNote","188","188","17","Romero-Navarrete, Lourdes","Participation and Legislation Involving Water in Mexico: A Historical ApproachAGUA Y TERRITORIO","22-34","7",2016,"NA","NA","NAhttps://revistaselectronicas.ujaen.es/index.php/atma/article/download/2960/2374internal-pdf://2832164578/Romero-Navarret-2016-Participation and Legisla.pdf",NA,"AGUA Y TERRITORIO",NA,"10.17561/at.v0i7.2960","2832164578/Romero-Navarret-2016-Participation and Legisla.pdf"
"344",0,"G. Vicencio-de la Rosa, E. PÈrez-LÛpez, E. Medina-Herrera, A. MartÌnez-Prado","Compost and vericomposta from sludge plant wastewater treatment of a flea [ProducciÛn de composta y vericomposta a partir de los lodos de la planta de tratamiento de aguas residuales de un Rastro]",2011,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857469544&partnerID=40&md5=67bf5079228d61e1591d0df37baae5fc",NA,344,"8/10/2018","Article","",NA,NA,27,3,263,270,0,0,0,4,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","738","7380","2","Rosa, G. Vicencio-de laPÈrez-LÛpez, E.Medina-Herrera, E.MartÌnez-Prado, A.","Compost and vericomposta from sludge plant wastewater treatment of a flea [ProducciÛn de composta y vericomposta a partir de los lodos de la planta de tratamiento de aguas residuales de un Rastro]","263-270","Query date: 2018-08-10",2011,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857469544&partnerID=40&md5=67bf5079228d61e1591d0df37baae5fc","27",NA,NA,NA,"manual_download_spanish/1156/v27n3a11.pdf"
"1330",3,"M Rosengaus, R Bruintjes","Rain enhancement by hygroscopic seeding",2002,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,303,"8/10/2018","Journal article","",NA,NA,17,1,13,29,3,0.19,2,2,16,"spanish","in corpus","DOI absent","spanish.enl","EndNote","665","6650","17","Rosengaus, M.Bruintjes, R.","Rain enhancement by hygroscopic seedingINGENIERIA HIDRAULICA EN MEXICO","13-29","1",2002,"NA","NA","NA","Cited By (since 2002): 3","INGENIERIA HIDRAULICA EN MEXICO","17",NA,"manual_download_spanish/1157/Estimulacindelluviaporsembradohigroscpico.PDF"
"296",2,"E.A. Rossello, G. Veroslavsky","The definition of the western boundary of the Guarani Aquifer System (Gran Chaco, Argentina): Technical or conventional? [DefiniciÛn del lÌmite occidental del Sistema AcuÌfero GuaranÌ (Gran Chaco, Argentina): øtÈcnico o convencional?]",2012,"Boletin Geologico y Minero",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864692875&partnerID=40&md5=7b9b35727c2b60ea880b17b0a83b7a10",NA,296,"8/10/2018","Article","",NA,NA,123,3,297,310,2,0.33,1,2,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","651","6510","2","Rossello, E. A.Veroslavsky, G.","The definition of the western boundary of the Guarani Aquifer System (Gran Chaco, Argentina): Technical or conventional? [DefiniciÛn del lÌmite occidental del Sistema AcuÌfero GuaranÌ (Gran Chaco, Argentina): øtÈcnico o convencional?]","297-310","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864692875&partnerID=40&md5=7b9b35727c2b60ea880b17b0a83b7a10","123Cited By (since 2012): 2",NA,NA,NA,"manual_download_spanish/1158/1158.pdf"
"691",4,"N. Rozbaczylo, R.A. Moreno, O. DÌaz-DÌaz","Benthic subtidal polychaetes on soft bottoms of the AysÈn region of Chile: Clade Phyllodocida (Annelida, Polychaeta) [Poliquetos bentÛnicos submareales de fondos blandos de la regiÛn de AysÈn, Chile: Clado Phyllodocida (Annelida, Polychaeta)]",2005,"Investigaciones Marinas",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746640545&partnerID=40&md5=5d1bd1ecb9b33439dd77a7c201316583",NA,691,"8/10/2018","Article","",NA,NA,33,1,69,89,4,0.31,1,3,13,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1085","10850","2","Rozbaczylo, N.Moreno, R. A.DÌaz-DÌaz, O.","Benthic subtidal polychaetes on soft bottoms of the AysÈn region of Chile: Clade Phyllodocida (Annelida, Polychaeta) [Poliquetos bentÛnicos submareales de fondos blandos de la regiÛn de AysÈn, Chile: Clado Phyllodocida (Annelida, Polychaeta)]","69-89","Query date: 2018-08-10",2005,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746640545&partnerID=40&md5=5d1bd1ecb9b33439dd77a7c201316583","33Cited By (since 2005): 4",NA,NA,NA,"manual_download_spanish/1159/art05.pdf"
"51",0,"M. PÈrez Ruano, F.V. Lam Romero, D. BenÌtez JimÈnez, S. RÌos N˙Òez, J.C. Vargas Burgos, R. Quinteros Pozo, X. RodrÌguez Villafuerte","Epidemiological surveillance in dairy farms in the Pasfaza province of Ecuador [Vigilancia epidemiolÛgica en predios lecheros de la provincia de Pastaza, Ecuador]",2016,"OIE Revue Scientifique et Technique",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017168699&doi=10.20506%2frst.35.3.2570&partnerID=40&md5=9d7c48e39d755e12d0a88e2cf412d4a2",NA,51,"8/10/2018","Article","10.20506/rst.35.3.2570",NA,NA,35,3,795,809,0,0,0,7,2,"spanish","absent from corpus","DOI present","spanish.enl","EndNote","134","1340","2","Ruano, M. PÈrezRomero, F. V. LamJimÈnez, D. BenÌtezN˙Òez, S. RÌosBurgos, J. C. VargasPozo, R. QuinterosVillafuerte, X. RodrÌguez","Epidemiological surveillance in dairy farms in the Pasfaza province of Ecuador [Vigilancia epidemiolÛgica en predios lecheros de la provincia de Pastaza, Ecuador]","795-809","Query date: 2018-08-10",2016,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017168699&doi=10.20506%2frst.35.3.2570&partnerID=40&md5=9d7c48e39d755e12d0a88e2cf412d4a2","35",NA,NA,"10.20506/rst.35.3.2570",NA
"1394",1,"Os√≠as Ru√≠z-√Ålvarez, Ram√≥n Arteaga-Ram√≠rez, Mario Alberto V√°zquez-Pe√±a, Ronald Ernesto Ontiveros-Capurata, Rutilo L√≥pez-L√≥pez","Onset of the growing season and dry periods in Tabasco, Mexico",2012,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,109,"8/10/2018","Journal article","",NA,NA,3,2,85,102,1,0.17,0,5,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","267","2670","17","Ru√≠z-√Ålvarez, Os√≠asArteaga-Ram√≠rez, Ram√≥nV√°zquez-Pe√±a, Mario AlbertoOntiveros-Capurata, Ronald ErnestoL√≥pez-L√≥pez, Rutilo","Onset of the growing season and dry periods in Tabasco, MexicoTecnolog√≠a y ciencias del agua","85-102","2",2012,"NA","NA","NA","Cited By (since 2012): 1","Tecnolog√≠a y ciencias del agua","3",NA,"manual_download_spanish/1161/v3n2a6.pdf"
"1275",1,"D. Rudolph, R. Sultan, J. Garfias, R. McLaren","Analysis of interactions of surface water and groundwater: influences an wetland disappearance",2007,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,248,"8/10/2018","Journal article","",NA,NA,22,1,15,30,1,0.09,0,4,11,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","555","5550","17","Rudolph, D.Sultan, R.Garfias, J.McLaren, R.","Analysis of interactions of surface water and groundwater: influences an wetland disappearanceINGENIERIA HIDRAULICA EN MEXICO","15-30","1",2007,"NA","NA","NA","Cited By (since 2007): 1","INGENIERIA HIDRAULICA EN MEXICO","22",NA,NA
